"","line_text_star_final","line_text_final"
"88","10","군대갔다와서 보려고 했는데 스마우그보고참을수가없었다"
"89","10","나의 부족한 표현력으로 무엇을 말하리오"
"90","10","해리포터 시리즈는 갈수록 재미 없어지는데 이건 명불허전 절대 뛰어넘을 수 없는 판타지 영화"
"91","10","솔직히1편 초중반은 좀지루해요 계속 걷는것만 나와서리예기하고 엘프마을가서 동료만나구 부터는잼습니다  진짜명작임명작"
"92","10","내가 제일 좋아하는 영화"
"93","10","그냥감동이다 액션으로 감동  10년전 어렸울때라도 영화관에서 이걸본게행복하다 감독 배우 다 놀라울뿐이더"
"94","10","완벽한 판타지 영화너무 멋진영화"
"95","10","이 시대의 최고의 영화"
"96","10","10점 만점에 백만점 내 인생의 최고의 영화다"
"97","10","말이 필요없는 최고의 영화"
"98","10","전설은 이렇게 시작된다"
"99","10","솔직히 이만한 판타지영화가 있었던가요"
"100","10","재미있어요 제생각에는 판타지계의 최대 명작인것같아요"
"101","10","내 인생 최고의 영화"
"102","10","해리포터도 명작이지만 난 해리포터보단 반지의제왕반지의제왕 세계관이 더 매력적"
"103","10","이영화꼭보세요굳굳굳"
"104","10","2002년 영화라고는 믿기지 않는 퀄리티"
"105","10","명작중에 명작 말로 표현불가"
"106","10","정말 명작이다 보고 또 봐도 깊이 몰입이 된다"
"107","8","대체 어떻게 2002년도 작일까스토리 ost 분장 모든게 완벽하다엘프의 외모까지"
"108","10","앞으로 내가 살아가면서 이만한 영화를 또다시 볼수있을까 아마도 못볼듯하다 이만한 걸작중의 걸작과 한작가의 창조성이 결합되어야만 나올법한 영화"
"109","10","거의 3시간임에도 불구하고 지겨운줄 몰랐다"
"110","10","내가 4살쯤에 처음 봤던 가장 대단했던 영화"
"111","10","이영화를 가장 좋아하는게 10대라니"
"112","10","저와 같은 이상주의자들의 환상이 있는 영화 이 세계에서 반드시 꼭 지켜내야 할 것이 있고 현대가 도덕으로 재무장을 할 필요가 있다고 느끼는 사람에게 필요한 영화 반지의 제왕 이해하는 남자랑 결혼하고 싶다고 느낀"
"113","10","판타지는 반지의제왕부터"
"114","10","무조건 10점이다명작중에 명작"
"115","9","톨킨의 책을 비롯해 이 영화는 인간에 대해 가장 잘 풀어놓은 예술작품 중 최고가 아닐까 생각한다 영화의 음악마저 완벽하다"
"116","10","판타지의 교과서 기념비적 작품"
"117","10","정통판타지 중 갑 이 작품이 없었더라면 국내에서도 명작으로 꼽히는 몇몇 판타지 작품들도 안 나왔을 것이다 책과 영화 둘 다 완벽하다"
"118","10","이 영화를 재미없다고 하는 무개념은 무슨 영화를 줘도 불만타령만 할 것이다"
"119","10","중간계 6부작 그 전설의 시작"
"120","10","이름은 잘모르겠지만 ㅠ 귀여운 피핀늠름한 메리잘생긴 프로도그래도 난 우직하고 진실한 샘이 젤좋다♥"
"121","9","반지의 제왕 시리즈 중에서 유일하게 극장에서 못본 1편 그래서 아쉽다 아름다운 색체 이것만큼 완벽한 판타지 영화가 있을까"
"122","10","재개봉해주면 좋겠네"
"123","10","다시봤는데도 정말 대박"
"124","10","아무리 다시봐도 명작임에 틀림없는 반지시리즈 서막을 여는 반지원정대는 정말 신세계였다"
"125","10","이건 정말 한마디로 미친영화 수백번은 본 영화다 아직도 못본 사람이 있다면 그저 애잔"
"126","10","판타지가 낳은 최대의 걸작"
"127","10","판타지영화의 바이블같은 존재 말이필요없다"
"128","10","진짜 최고다ㅠㅠ 봐서 너무 다행"
"129","10","판타지는 지루할것이라는 편견을 깨준 영화네요ㅎ반지의 제왕을 본 후로 판타지 영화만 찾아보고 있습니다ㄷ20점 줘도 모자랄 영화라고 생각합니다"
"130","10","살아있어 행복합니다"
"131","10","앞으로 살면서 이런 대걸작이 나오려나 살면서 한번쯤 영화라면 꼭봐야할 영화"
"132","10","난사실그아직나이가어려서도잇겟지만호빗전편을다본후올해반지의제왕을접햇다근데진짜레전드 젤좋아하는영화가해리포터엿는데바꼇다반지의제왕진짜명작이고예술내가가장좋아하는영화가되엇다 곧책도사볼예정"
"133","9","톨킨이 창조했던 거대한 중간계의 세계로 피터 잭슨이 우리를 과감히 초대 했을 때의 그 충격을 어찌 잊을수 있을까 샤이어의 소박한 분위기에서 대륙의 운명을 가를 거대한 흐름으로 차츰 나도 모르게 빨려들어가게 된다"
"134","10","반지 시리즈 10번은 봤지만 극장에서 못본게 한이다 ㅠㅠ"
"135","10","봐라 꼭 봐라 두번 봐라 계속 봐라"
"136","10","정말 이 영화는 다시봐도 보고싶은 영화다"
"137","8","방대하고 장중한 판타지 무대의 서곡"
"138","10","호빗 보고 다시 정주행 물론 10년의 터울을 지닌 두 작품이기에 때깔의 차이는 심하지만 깊이는 다르지 않다 톨킨이 창조해 놓은 배경을 공부하고 본다면 더욱 소름이~"
"139","10","완전굿굿대박이다"
"140","10","호빗보고나서 반지의제왕 다시정주행했는데 호빗3부작은 반지의제왕3부작의 발톱의떼다"
"141","10","판타지 영화의 큰 획을 그은"
"142","9","평소 판타지물을 즐겨보지 않았던 나 그래서 기대는 일찌감치 접은체로 봤는대 웬걸 웅장한 스토리 쫄깃한 긴장감 굉장한 분장cg 까지 판타지영화는 현재도 별로지만 이 영화만큼은 사람들에게 침이 마르도록 칭찬할"
"143","10","그냥 졸잼꼭보셈리얼ㅎㄷ"
"144","9","전편을 4번도 넘게 본것 같다"
"145","8","이 영화를 보고 톨킨이 정말 대단한 작가라는 것을 깨닫게 되었다"
"146","10","어렸을때 가족들이랑 처음 봤었는데 그 이후로 가족들 모두 팬이 됐었다지 지금은 우리 가족들과의 추억이 된 영화 베스트에 올라가신 분처럼 정말 몇백번 보게됩니다"
"147","8","판타지영화의 명작이라고 할 수 있다 엘프 여성 미모 지리거쏘~ 간달프 우야누ㅠㅠ 보게 된다면 후회는 안할 영화임"
"148","10","말이 필요한가 내인생 최고의 영화였다"
"149","10","내 생에 최고의 영화"
"150","10","이 영화를 뛰어넘는 판타지 영화는 절대 나오지 않을 뜻"
"151","10","걸작이지 평점 높이러 왔습돠"
"152","10","시리즈가 끝나서 너무 슬퍼요 엉엉"
"153","10","역대급 영화 무슨 말이 필요한가"
"154","9","내용이 상당히 신선했고 스토리 구성과 연기력이 뛰어났음 한가지 아쉬운 점이 있다면 다음 편을 기다리게 하는 여운을 남긴채 끝맺었다는 것이다"
"155","10","단순한 명작영화로 그치지않고 문화의 흐름을 바꾸었다는점에서 완벽의 극치를 달리는 작품이다"
"156","10","더 이상 설명이 필요없는 최고의 판타지"
"157","10","원작을 살리는 영화가 드문데 이건 지금봐도 최고 시대를 앞선 영화였다"
"158","10","어릴때 엄마가  반지원정대 비디오사줘서  엄청좋아했던기억이있다  이영화는 평생 못잊을영화"
"159","10","장담하건데 앞으로도 몇년간 아니 몇OO간이 판타지물을 뛰어넘는작품은 절대없을것이다"
"160","10","최고의 명풍중에 명품영화~^^♡"
"161","10","가장 완벽한 판타지 영화 나니아 연대기는 아동에게 맞춰진거라 조금 아쉬운 면이 있지만 이건 흠잡을게 하나도 없다"
"162","10","그냥 최고다 더 이상 말이 필요 없는 시리즈 작품"
"163","10","이 시대 최고의 판타지 영화"
"164","10","초딩때나10년지난 지금이나 무한감동 반지의제왕은 영화의제왕이다봐도봐도질리지않는웅장함"
"165","10","ㅎㄷㄷ 전설의 시작인가"
"166","10","대단하다는 말밖에는 할말이 떠오르지 않는다"
"167","10","말도안돼게 명작이다 100번봐도 재밋다"
"168","10","아 이건 그냥 무조건이지"
"169","10","일단 접한 지는 별로 되지 않았지만 이것은 가히 전설의 시작이라 함이 옳다"
"170","10","반지의 제왕시리즈는 제가 제일 좋아하는 영화 시리즈입니다"
"171","10","그 동안 보지 못한 충격을 줬다"
"172","10","바보들 제대로 이해하지못했으면서 까대기는 프로도에게 맡긴이유는 프로도 이외에 반지를 운반못하기때문이죠 간달프조차도 반지의 힘에 지배당할까봐 무서워 합니다1편초반부분  호빗이라는 종특이 욕심없이 살아가는 존"
"173","10","말이 필요없다 닥10"
"174","9","이게 2001년에 나온거라고 나에게 판타지영화는 오직 반지의제왕 시리즈와 해리포터 시리즈 뿐이다 이영화가 탄생할수있던것에 감사할뿐"
"175","10","이 영화를 일찍 접한 것이 최대 실수다 죽기 바로 직전에 봤어야 했다 더 이상 다른 판타지 영화에 흥미를 느낄 수 없게 되어버렸다"
"176","10","제발 다시 한번 개봉해서 극장에서 보는 날이 오기를"
"177","10","★★★★명작★★★★"
"178","10","너무 재미있어서 4번이나 봤었다 하지만 그래도 대단히 재미있는 명작이었던 것 같았다"
"179","10","내 인생 최고의 작품이다 정말 좋다"
"180","10","발록 잡는 장면은 언제나 봐도 소름 그 자체"
"181","10","반제부터 호빗까지 정주행 중인데 말해봐야 입아프다"
"182","10","이 영화 시리즈를 보게 해주신 신께 감사 드린다"
"183","10","캐명작진짜로ㄷㄷㄷㄷ"
"184","10","예술이다 예술 피터잭슨은 천재다"
"185","10","내생애 최고의 영화 이 안에 모든 것이 있었다"
"186","10","5번 봐도 잼있다  10년이 지나도 잼있다"
"187","10","인생 영화인듯 진짜ㅠㅠ"
"188","10","꿀잼이다 ㅠㅠ 인정"
"189","10","몇안되는 스토리 탄탄하고 몰입도 높고 감동있는 영화몇번을 봐도 질리지 않고 2000년초에 만들어졌다고 믿기지 않음 가끔 영화채널에서 하면 채널고정"
"190","10","10년도 훨씬 넘은 영화라고는 생각이 안든다 동생과 3까지 총 10시간을 봤네ㅎㅎㅎ"
"191","10","최고지 나한테는 정말 최고의 영화"
"192","10","반지 시리즈는 정말 인생 최고의 영화"
"193","10","최고의 영화다 어릴 적 극장에서 봤을 땐 그냥 아무생각 없이 재밌게 봤는데 커서 보니 많은 것들이 보인다"
"194","10","앞으로도 전무후무한 명작으로 영원히 남을 작품의 서막"
"195","10","말이 필요 없는 영화 최고의 판타지 영화"
"196","9","소설에서 꼭 필요한 부분만 채운 알짜배기"
"197","10","1편은 어드벤쳐느낌도 나는데 몇번을 돌려봐도 재밌다"
"198","10","마음을 풍요롭게 해준 영화다 어떻게 이보다 더 많은 것을 줄 수 있는가"
"199","10","공백을 제외하고 10자 이상 작성하셔야 등록됩니다"
"200","10","확장판으로 보니 더 경이롭다최고의 판타지 영화 입니다~"
"201","10","내인생 최고의 영화였다"
"202","9","판타지계의 대부 장엄한 시작"
"203","10","최고의 영화 내 영화인생의 시작을 열어준 영화이다"
"204","10","인생영화다 정말 15년이지난 지금까지 반지의제왕 만큼재미있고 잘만들어진 판타지 영화가 없다는게 당연한 것같다"
"205","10","명작 시리즈의 절정을 본후 이야기의 시작을 다시 볼때 받는 느낌은 언제나 감동적이고 벅차다"
"206","10","평론가들은 쫄아서 감히 얼굴사진 비추고 네티즌 눈치봐가면서 평점 하나 못 내밀정도로 후덜덜한 판타지 레전드 명화"
"207","10","추억도 추억이지만 이영화를 통해서 가수 엔야를 늦게나마 알게 됐지 행운이자 영광"
"208","10","다시봐도 감동ㅎㅎ 호빗보단 반지의 제왕이 역시 레전드ㅜㅜ"
"209","10","세상은 힘으로만 움직이는 것 같지만 작은 존재들의 삶이 만들어내는 정신이 더 큰 힘을 발휘하기도 한다 사루만과는 달리 간달프는 호빗에게서 그 힘을 발견했다 그것이 이 신화가 가진 가장 위대한 점이다"
"210","8","숀빈 성님 ㅠㅠ 난 스타크 되기 전 이때부터 형님이 좋았다우"
"211","10","이 명작을 나는 군대 휴가나와서 술 마시고 극장가서 이 영화를 보려고 했는데 10시가 땡하면서 자버렸다 ㅠㅠ"
"212","10","평점 건성으로 쓴 것 같아서 다시 씀 다시 재개봉만 해준다면 억만금을 들여서라도 스크린으로 보고 싶다 아무리 훌륭한 작품이 나와도 내겐 <반지의 제왕> 이 언제나 1위임 판타지 장르가 싫어서 안 보거"
"213","10","지금 아무리 기술이 발달했다지만 이영화보다 잘만든영화는 안나올것같다 2001년에 만든영화가 지금 나오는영화보다 그래픽 티안나고 자연스러울수있다니 대단하다"
"214","10","내 인생 영화  가장 완벽한 시리즈 영화"
"215","10","반지의 제왕 해리포터 두 책과 영화는 나의 인생에 20를 차지한다"
"216","10","인생영화 최고다 그 어떤 수식어구로도 감히 표현할 수 없다"
"217","10","21세기 최고의 영화임"
"218","10","미친 오진다 와 이걸이제야 보다니 ㅠ"
"219","10","씨지비에서 영화 상영해요"
"220","10","이 시대의 가장 좋은 영화"
"221","9","명작이나 조금 지루한 감이 있다"
"222","10","재개봉이라도 극장에서 본게 너무나도 자랑스럽다"
"223","10","판타지계의 명작 괜히 3대소설이란 말이아니었음 영화자체도  매우 고퀄"
"224","10","SF영화에서 개연성 찾는 무식한 놈도 있군요 어디서 주워 들은건 있어서 아무 단어나 막 갖다 붙이는데개연성 찾고싶으면 톨킨 원작 소설을 읽어보세요"
"225","10","정말 스케일이 굉장하고 배우분들의 연기력이 엄청난 영화천재적인 감독 그 의 머릿속이 궁금하고 조금이라도 닮았으면 좋겠다는 생각이 들 정도이다이 반지의 제왕 3편을 모두 보게되어서 너무 좋았고 재미있었다 지인들"
"226","10","문득 생각났는데 반지시리즈 imax로 재개봉했으면 좋겠다"
"227","10","10점이상을 보주는게 한이로다"
"228","10","동시대에 나온 다른 영화랑 비교해보면 진짜 20년은 앞선 영화라는 걸 알 수 있음"
"229","10","더 이상 무슨 말이 필요한가 그냥 봐라"
"230","10","전설의 시작을 알린 바로 그 작품"
"231","10","전설의 시작 2001년 작품이라는게 믿겨지지 않는다"
"232","10","초등학생시절 겨울날 따스하고 아늑하던 할머니집에서 형 친척 아이들과 같이 불끄고 밤새며 보다 잠들던 시절이 생각난다벌써 세월은 흘러 13년 전 일이지만 너무 생생해서 차마 잊지를 못하지ㅠㅠ 후 더이상 말"
"233","10","평점을 안줬었네 추석이라서 다시보는데 너무 재밌다 요즘 영화랑 견줘도 손색이 없네 이때는 핸드폰도 011 017시댄데"
"234","10","전편 연속으로 봤더니 그 여운이 진하게 남네요 더불어 개봉했을 당시의 학창시절까지 떠올라 여운이 두배"
"235","10","최고다내  인생영화로  등극  ~~3편은 거진  완벽~~~로한기마대장면유령군대 성안 싹쓸이장면~~~대박소름이다이런영화를 무료로 봐서 넘 미안할지경"
"236","10","과거에도 지금에도 미래에도 이 장엄한 시작을 넘을 수 있는 영화는 결코 나오지 않을 것"
"237","9","재미있게아주잘봤습니다"
"238","10","아정말 명작입니다ㅠㅠ진짜  한 사람이 창조해냏다는게 놀라울 따름이에요책 안보신분은 정말 꼭 보셔야되요그리고 호빗이나 실마릴리온같은거 보시면 더 이해되시고재미있을거에요"
"239","10","10년 후에도 20년 후에도 다시 보고싶어지는 이런 영화가 또 나와주길 간절히 바랍니다"
"240","10","후에 저의 아들 딸들에게도 추천해주고 싶은 영화입니다 너무 감명깊게 봤습니다"
"241","10","16년이 지났다는게 안믿어지는 작품"
"242","9","반지원정대의 미장센은 호빗 삼부작과는 비교가 안된다"
"243","10","이 영화를 내가 살아 생전에 보게 되다니 난 정말 행운아다비틀즈도 알게 되고"
"244","10","누가 이영화를 욕할 수 있을까"
"245","10","이걸 재미없게 볼 정도면 얼마나 간단한 내용의 영화를 본다는거지"
"246","10","확장편도 지루하지않음"
"247","10","가장 사랑하는 영화이자 내 인생 최고의 영화"
"248","10","판타지 영화에서 반지의 제왕은 논외다판타지 영화의 정점다른 영화들은 이하에서 논의가 가능할 것이다"
"249","10","내 인생 최고의 영화 반지의 제왕"
"250","10","내 인생 최고의 판타지 영화 반지의 제왕 3부작을 뛰어넘는 작품은 이전에도 없었고 이후에도 없을 것"
"251","10","전설의 시작~~ 두둥~~"
"252","10","몇번을 다시봐도 감명깊고 웅장한 북유럽 신화의 대서사시 그리고 배우들과 ost까지 완벽함마치 어린왕자처럼 나이가 들수록 더 와닿는게 많은소설원판도 구입해 보던 팬으로서 영화는 소설에 비하면 훨씬 짧고 단순하며"
"253","10","내 인생 최고의 영화 지금봐도 17년 전 영화라는게 믿기지 않음"
"254","10","무슨말이 필요하랴영상 음악 스토리텔링 캐릭터 완벽"
"255","10","기억을 지우고 다시 보고싶은 영화 1순의"
"256","10","최고의 영화 매트릭스와"
"257","10","최고의 명작입니다 4번째 보는중"
"258","10","제발 재개봉 해주세요 아직 못봤음"
"259","10","이 영화를 보는 내내 행복했다"
"260","10","최고의 영화다 권력에 집착하는 모습들"
"261","10","진짜 무슨 말이 필요없다 아빠가 옛날에 DVD구매해서 봤을때랑 같은 감동을 11년이 지난 지금봐도 똑같이 아니 그 이상으로 느끼고있다"
"262","10","이 영화의 주인공은 어쩌면 샘 123편 엔딩장면에 항상 프로도가 샘을 의지하고 샘이 지켜주고 샘이 마무리 한다"
"263","10","21세기 최고의 명작 판타지의 바이블"
"264","8","반지의제왕 시리즈는 소설속 방대한 세계관 등장인물의 묘사 등을 긴 러닝타임을 통해 상당히 잘 뽑아낸 명작입니다  다만 간접적으로나마 소설속 내용이나 세계을 전혀 접해본적없이 1을 본다면 조금 지루 할 수 있으니"
"265","10","판타지영화의 틀이자 교과서"
"266","10","반지의제왕 첨봤을땐 어려서 웅장한 스케일이나 전투연출 때문에 최고로 꼽았었다 하지만 나이가 들고 영화를 다시 볼수록 감동받는건 마지막에 프로도가 홀로 떠나려고 할때 샘이 붙잡으려 하는 장면처럼 메세지를 주는 부분"
"267","10","4DX로 언제 재개봉될까ㅎ기대되네"
"268","10","어렸을 때 봤던 그느낌과는 차원이 다름"
"269","9","세상을 바꾸기 위해서는 용기가 필요하다"
"270","10","원작소설부터 혹은 이영화부터 어느걸 먼저 접해도 이상하지않을만큼 원작을충실히 따랐고 잘만들었다 10점준다"
"271","10","내가 35만명 중 한명이였구나"
"272","10","마이 프레셔스 최고스타는 골룸"
"273","9","lIlIlIlIlIlIlIl"
"274","10","인류의 문화 유산급 영화와 소설"
"275","10","하핰사사일사사사아"
"276","10","Fantasy 그 자체 더이상 설명이 필요없는 최고의 영화"
"277","10","아 이거랑 비교안되지만 이누야샤 같은 판타지애니도 해리포터도이것도 책으로보던 영화로보던 몇일동안 내 세상은 내 세상이 아님ㅜㅜ 영화세상이 곧 나의 세상이것이 판타지영화의 유일한 매력"
"278","10","내 인생에서  처음이자 마지막일 최고의 명작 시리즈"
"279","10","옛날 어릴때 재방몇번보면서 좀암울하다 늦겨서 좀 그랫는데 다시보니 이런수작이없다"
"280","10","개봉당시 영화관에서 못본게 한이 된다 그당시엔 얼마나 충격적이였을까"
"281","10","내 인생 최대의 실수는 어릴 때 반지의 제왕을 본것이다"
"282","10","내 고딩시절을 함께한 시리즈 아직도 기억나는게 상영시간 기니까 한관마다 하루에 4번만 틀던게 기억남"
"283","10",""
"284","10","군대있을때 진짜 행복하게 봤습니다 ㅠ"
"285","10",""
"286","9","전설의 3부작의 시작"
"287","10","단언컨대 역대 최고의 시리즈"
"288","10",""
"289","10",""
"290","10",""
"291","10",""
"292","10","방금 다시 봤는데 진짜 명작"
"293","10",""
"294","10",""
"295","10","21세기 최고의 판타지 명작"
"296","10","위대한 스토리 위대한 영화"
"297","10","터미네이터2 와 더불어서 나의 인생영화지"
"298","10",""
"299","10","세월이 흘러 다시보아도 명작이구나"
"300","10",""
"301","10",""
"302","10",""
"303","10","전설의 탄생 그 외의 말은 필요앖다"
"304","10","피핀이 싫어dhchdhdhd"
"305","10",""
"306","10","말이 필요없죠 하하하하"
"307","10",""
"308","10","인생 최고의 영화영상 연출 연기 스토리 등 모든 부분이 완벽하다현재 봐도 2001년도 개봉 영화란 말이 무색하다꼭 보세요 한번보면 세번 네번은 기본으로 보게 되는 영화"
"309","10",""
"310","10",""
"311","10","21세기 판타지의 아버지"
"312","10","겁나 재미있다 이건 다른 판타지 영화랑 비교도 안 됀다"
"313","10",""
"314","10","케이트를 갈라드리엘로 캐스팅한건 신의 한수였다"
"315","10",""
"316","10",""
"317","10",""
"318","10",""
"319","10","19년전엔 초딩이었어서 무서워서 못봤다 28살되니까 이해할수있다 진짜 너무재밌다"
"320","10","최고의 판타지 영화 다시 봐도 재밌음"
"321","10","판타지영화의 제왕 과연 이 영화를 뛰어넘는 판타지영화가 또 나올 수 있을까"
"322","10","말이 필요없다"
"323","10",""
